did,oid,sid,ent,ptline,from_stop,to_stop,count,count_D,ttime,ttime_D
194518,194518,0,3,194493,176426,176427,0,0,-1.0,-1.0
194518,194518,0,3,194493,176427,176428,0,0,-1.0,-1.0
194518,194518,0,3,194493,176428,176429,0,0,-1.0,-1.0
194518,194518,0,3,194493,176429,176430,0,0,-1.0,-1.0
194518,194518,0,3,194493,176430,176431,0,0,-1.0,-1.0
194518,194518,0,3,194493,176431,176433,0,0,-1.0,-1.0
194518,194518,0,3,194493,176433,176434,0,0,-1.0,-1.0
194518,194518,0,3,194493,176434,176435,0,0,-1.0,-1.0
194518,194518,0,3,194493,176435,176436,0,0,-1.0,-1.0
194518,194518,0,3,194493,176436,176437,0,0,-1.0,-1.0
194518,194518,0,3,194493,176437,174948,0,0,-1.0,-1.0
194518,194518,0,3,194493,176438,174892,0,0,-1.0,-1.0
194518,194518,0,3,194493,177934,176423,0,0,-1.0,-1.0
194518,194518,0,3,194493,181825,181827,0,0,-1.0,-1.0
194518,194518,0,3,194493,181827,181829,0,0,-1.0,-1.0
194518,194518,0,3,194495,0,181830,0,0,-1.0,-1.0
194518,194518,0,3,194495,174784,174785,0,0,-1.0,-1.0
194518,194518,0,3,194495,174785,176339,0,0,-1.0,-1.0
194518,194518,0,3,194495,176233,176340,0,0,-1.0,-1.0
194518,194518,0,3,194495,176339,176587,0,0,-1.0,-1.0
194518,194518,0,3,194495,176340,176341,0,0,-1.0,-1.0
194518,194518,0,3,194495,176341,176342,0,0,-1.0,-1.0
194518,194518,0,3,194495,176342,176343,0,0,-1.0,-1.0
194518,194518,0,3,194495,176343,176344,0,0,-1.0,-1.0
194518,194518,0,3,194495,176344,176345,0,0,-1.0,-1.0
194518,194518,0,3,194495,176345,176346,0,0,-1.0,-1.0
194518,194518,0,3,194495,176346,176347,0,0,-1.0,-1.0
194518,194518,0,3,194495,176347,176348,0,0,-1.0,-1.0
194518,194518,0,3,194495,176348,176349,0,0,-1.0,-1.0
194518,194518,0,3,194495,176349,176350,0,0,-1.0,-1.0
194518,194518,0,3,194495,176350,176351,0,0,-1.0,-1.0
194518,194518,0,3,194495,176351,176352,0,0,-1.0,-1.0
194518,194518,0,3,194495,176352,176353,0,0,-1.0,-1.0
194518,194518,0,3,194495,176353,176354,0,0,-1.0,-1.0
194518,194518,0,3,194495,176354,176356,0,0,-1.0,-1.0
194518,194518,0,3,194495,176356,176357,0,0,-1.0,-1.0
194518,194518,0,3,194495,176357,176358,0,0,-1.0,-1.0
194518,194518,0,3,194495,176587,176233,0,0,-1.0,-1.0
194518,194518,0,3,194495,181826,181831,0,0,-1.0,-1.0
194518,194518,0,3,194495,181828,181826,0,0,-1.0,-1.0
194518,194518,0,3,194495,181830,181828,0,0,-1.0,-1.0
194518,194518,0,3,194495,181831,181832,0,0,-1.0,-1.0
194518,194518,0,3,194495,181832,174784,0,0,-1.0,-1.0
194518,194518,0,4,181834,0,181830,1,0,7.2,-1.0
194518,194518,0,4,181834,174784,174785,2,0,26.4,1.13137
194518,194518,0,4,181834,174785,176339,2,0,100.8,4.52548
194518,194518,0,4,181834,176233,176340,2,0,25.6,1.13137
194518,194518,0,4,181834,176339,176587,2,0,25.6,1.13137
194518,194518,0,4,181834,176340,176341,1,0,27.2,-1.0
194518,194518,0,4,181834,176341,176342,2,0,37.2,15.2735
194518,194518,0,4,181834,176342,176343,2,0,39.6,0.565685
194518,194518,0,4,181834,176343,176344,2,0,23.6,0.565685
194518,194518,0,4,181834,176344,176345,2,0,31.6,0.565685
194518,194518,0,4,181834,176345,176346,1,0,25.6,-1.0
194518,194518,0,4,181834,176346,176347,1,0,24.8,-1.0
194518,194518,0,4,181834,176347,176348,1,0,31.2,-1.0
194518,194518,0,4,181834,176348,176349,2,0,36.8,18.1019
194518,194518,0,4,181834,176349,176350,2,0,26.0,0.565685
194518,194518,0,4,181834,176350,176351,2,0,28.4,0.565685
194518,194518,0,4,181834,176351,176352,2,0,27.6,0.565685
194518,194518,0,4,181834,176352,176353,2,0,28.0,2.26274
194518,194518,0,4,181834,176353,176354,2,0,18.8,0.565685
194518,194518,0,4,181834,176354,176356,1,0,36.8,-1.0
194518,194518,0,4,181834,176356,176357,1,0,25.6,-1.0
194518,194518,0,4,181834,176357,176358,2,0,52.8,35.0725
194518,194518,0,4,181834,176587,176233,2,0,29.6,0.0
194518,194518,0,4,181834,181826,181831,1,0,84.8,-1.0
194518,194518,0,4,181834,181828,181826,2,0,43.2,6.78823
194518,194518,0,4,181834,181830,181828,2,0,44.8,22.6274
194518,194518,0,4,181834,181831,181832,1,0,77.6,-1.0
194518,194518,0,4,181834,181832,174784,2,0,34.4,16.9706
194518,194518,0,4,181836,0,177934,2,0,5.2,0.565685
194518,194518,0,4,181836,174892,174893,2,0,27.2,1.13137
194518,194518,0,4,181836,174893,174894,1,0,37.6,-1.0
194518,194518,0,4,181836,174894,181825,2,0,68.4,22.0617
194518,194518,0,4,181836,174948,174949,2,0,64.4,17.5362
194518,194518,0,4,181836,174949,176438,0,0,-1.0,-1.0
194518,194518,0,4,181836,176423,176424,2,0,51.2,20.3647
194518,194518,0,4,181836,176424,176425,2,0,29.2,0.565685
194518,194518,0,4,181836,176425,176426,2,0,32.8,0.0
194518,194518,0,4,181836,176426,176427,2,0,28.0,0.0
194518,194518,0,4,181836,176427,176428,2,0,28.8,0.0
194518,194518,0,4,181836,176428,176429,2,0,30.0,0.565685
194518,194518,0,4,181836,176429,176430,2,0,35.6,0.565685
194518,194518,0,4,181836,176430,176431,1,0,28.0,-1.0
194518,194518,0,4,181836,176431,176433,2,0,64.4,16.4049
194518,194518,0,4,181836,176433,176434,2,0,22.8,0.565685
194518,194518,0,4,181836,176434,176435,2,0,48.0,2.26274
194518,194518,0,4,181836,176435,176436,2,0,29.2,0.565685
194518,194518,0,4,181836,176436,176437,2,0,29.6,2.26274
194518,194518,0,4,181836,176437,174948,2,0,43.6,17.5362
194518,194518,0,4,181836,176438,174892,2,0,118.8,9.61665
194518,194518,0,4,181836,177934,176423,1,0,36.0,-1.0
194518,194518,0,4,181836,181825,181827,2,0,86.8,0.565685
194518,194518,0,4,181836,181827,181829,2,0,31.2,1.13137
194518,194518,0,4,182122,0,181830,0,0,-1.0,-1.0
194518,194518,0,4,182122,174784,174785,0,0,-1.0,-1.0
194518,194518,0,4,182122,174785,176339,0,0,-1.0,-1.0
194518,194518,0,4,182122,176233,176340,0,0,-1.0,-1.0
194518,194518,0,4,182122,176339,176587,0,0,-1.0,-1.0
194518,194518,0,4,182122,176340,176341,0,0,-1.0,-1.0
194518,194518,0,4,182122,176341,176342,0,0,-1.0,-1.0
194518,194518,0,4,182122,176342,176343,0,0,-1.0,-1.0
194518,194518,0,4,182122,176343,176344,0,0,-1.0,-1.0
194518,194518,0,4,182122,176344,176345,0,0,-1.0,-1.0
194518,194518,0,4,182122,176345,176346,0,0,-1.0,-1.0
194518,194518,0,4,182122,176346,176347,0,0,-1.0,-1.0
194518,194518,0,4,182122,176347,176348,0,0,-1.0,-1.0
194518,194518,0,4,182122,176348,176349,0,0,-1.0,-1.0
194518,194518,0,4,182122,176349,176350,0,0,-1.0,-1.0
194518,194518,0,4,182122,176350,176351,0,0,-1.0,-1.0
194518,194518,0,4,182122,176351,176352,0,0,-1.0,-1.0
194518,194518,0,4,182122,176352,176353,0,0,-1.0,-1.0
194518,194518,0,4,182122,176353,176354,0,0,-1.0,-1.0
194518,194518,0,4,182122,176354,176356,0,0,-1.0,-1.0
194518,194518,0,4,182122,176356,176357,0,0,-1.0,-1.0
194518,194518,0,4,182122,176357,176358,0,0,-1.0,-1.0
194518,194518,0,4,182122,176587,176233,0,0,-1.0,-1.0
194518,194518,0,4,182122,181826,181831,0,0,-1.0,-1.0
194518,194518,0,4,182122,181828,181826,0,0,-1.0,-1.0
194518,194518,0,4,182122,181830,181828,0,0,-1.0,-1.0
194518,194518,0,4,182122,181831,181832,0,0,-1.0,-1.0
194518,194518,0,4,182122,181832,174784,0,0,-1.0,-1.0
194518,194518,0,4,182124,0,177934,0,0,-1.0,-1.0
194518,194518,0,4,182124,174892,174893,0,0,-1.0,-1.0
194518,194518,0,4,182124,174893,174894,0,0,-1.0,-1.0
194518,194518,0,4,182124,174894,181825,0,0,-1.0,-1.0
194518,194518,0,4,182124,174948,174949,0,0,-1.0,-1.0
194518,194518,0,4,182124,174949,176438,0,0,-1.0,-1.0
194518,194518,0,4,182124,176423,176424,0,0,-1.0,-1.0
194518,194518,0,4,182124,176424,176425,0,0,-1.0,-1.0
194518,194518,0,4,182124,176425,176426,0,0,-1.0,-1.0
194518,194518,0,4,182124,176426,176427,0,0,-1.0,-1.0
194518,194518,0,4,182124,176427,176428,0,0,-1.0,-1.0
194518,194518,0,4,182124,176428,176429,0,0,-1.0,-1.0
194518,194518,0,4,182124,176429,176430,0,0,-1.0,-1.0
194518,194518,0,4,182124,176430,176431,0,0,-1.0,-1.0
194518,194518,0,4,182124,176431,176433,0,0,-1.0,-1.0
194518,194518,0,4,182124,176433,176434,0,0,-1.0,-1.0
194518,194518,0,4,182124,176434,176435,0,0,-1.0,-1.0
194518,194518,0,4,182124,176435,176436,0,0,-1.0,-1.0
194518,194518,0,4,182124,176436,176437,0,0,-1.0,-1.0
194518,194518,0,4,182124,176437,174948,0,0,-1.0,-1.0
194518,194518,0,4,182124,176438,174892,0,0,-1.0,-1.0
194518,194518,0,4,182124,177934,176423,0,0,-1.0,-1.0
194518,194518,0,4,182124,181825,181827,0,0,-1.0,-1.0
194518,194518,0,4,182124,181827,181829,0,0,-1.0,-1.0
194518,194518,0,4,194493,0,177934,0,0,-1.0,-1.0
194518,194518,0,4,194493,174892,174893,0,0,-1.0,-1.0
194518,194518,0,4,194493,174893,174894,0,0,-1.0,-1.0
194518,194518,0,4,194493,174894,181825,0,0,-1.0,-1.0
194518,194518,0,4,194493,174948,174949,0,0,-1.0,-1.0
194518,194518,0,4,194493,174949,176438,0,0,-1.0,-1.0
194518,194518,0,4,194493,176423,176424,0,0,-1.0,-1.0
194518,194518,0,4,194493,176424,176425,0,0,-1.0,-1.0
194518,194518,0,4,194493,176425,176426,0,0,-1.0,-1.0
194518,194518,0,4,194493,176426,176427,0,0,-1.0,-1.0
194518,194518,0,4,194493,176427,176428,0,0,-1.0,-1.0
194518,194518,0,4,194493,176428,176429,0,0,-1.0,-1.0
194518,194518,0,4,194493,176429,176430,0,0,-1.0,-1.0
194518,194518,0,4,194493,176430,176431,0,0,-1.0,-1.0
194518,194518,0,4,194493,176431,176433,0,0,-1.0,-1.0
194518,194518,0,4,194493,176433,176434,0,0,-1.0,-1.0
194518,194518,0,4,194493,176434,176435,0,0,-1.0,-1.0
194518,194518,0,4,194493,176435,176436,0,0,-1.0,-1.0
194518,194518,0,4,194493,176436,176437,0,0,-1.0,-1.0
194518,194518,0,4,194493,176437,174948,0,0,-1.0,-1.0
194518,194518,0,4,194493,176438,174892,0,0,-1.0,-1.0
194518,194518,0,4,194493,177934,176423,0,0,-1.0,-1.0
194518,194518,0,4,194493,181825,181827,0,0,-1.0,-1.0
194518,194518,0,4,194493,181827,181829,0,0,-1.0,-1.0
194518,194518,0,4,194495,0,181830,0,0,-1.0,-1.0
194518,194518,0,4,194495,174784,174785,0,0,-1.0,-1.0
194518,194518,0,4,194495,174785,176339,0,0,-1.0,-1.0
194518,194518,0,4,194495,176233,176340,0,0,-1.0,-1.0
194518,194518,0,4,194495,176339,176587,0,0,-1.0,-1.0
194518,194518,0,4,194495,176340,176341,0,0,-1.0,-1.0
194518,194518,0,4,194495,176341,176342,0,0,-1.0,-1.0
194518,194518,0,4,194495,176342,176343,0,0,-1.0,-1.0
194518,194518,0,4,194495,176343,176344,0,0,-1.0,-1.0
194518,194518,0,4,194495,176344,176345,0,0,-1.0,-1.0
194518,194518,0,4,194495,176345,176346,0,0,-1.0,-1.0
194518,194518,0,4,194495,176346,176347,0,0,-1.0,-1.0
194518,194518,0,4,194495,176347,176348,0,0,-1.0,-1.0
194518,194518,0,4,194495,176348,176349,0,0,-1.0,-1.0
194518,194518,0,4,194495,176349,176350,0,0,-1.0,-1.0
194518,194518,0,4,194495,176350,176351,0,0,-1.0,-1.0
194518,194518,0,4,194495,176351,176352,0,0,-1.0,-1.0
194518,194518,0,4,194495,176352,176353,0,0,-1.0,-1.0
194518,194518,0,4,194495,176353,176354,0,0,-1.0,-1.0
194518,194518,0,4,194495,176354,176356,0,0,-1.0,-1.0
194518,194518,0,4,194495,176356,176357,0,0,-1.0,-1.0
194518,194518,0,4,194495,176357,176358,0,0,-1.0,-1.0
194518,194518,0,4,194495,176587,176233,0,0,-1.0,-1.0
194518,194518,0,4,194495,181826,181831,0,0,-1.0,-1.0
194518,194518,0,4,194495,181828,181826,0,0,-1.0,-1.0
194518,194518,0,4,194495,181830,181828,0,0,-1.0,-1.0
194518,194518,0,4,194495,181831,181832,0,0,-1.0,-1.0
194518,194518,0,4,194495,181832,174784,0,0,-1.0,-1.0
194518,194518,0,5,181834,0,181830,2,0,8.0,1.13137
194518,194518,0,5,181834,174784,174785,2,0,25.2,1.69706
194518,194518,0,5,181834,174785,176339,2,0,104.4,7.35391
194518,194518,0,5,181834,176233,176340,1,0,29.6,-1.0
194518,194518,0,5,181834,176339,176587,1,0,29.6,-1.0
194518,194518,0,5,181834,176340,176341,0,0,-1.0,-1.0
194518,194518,0,5,181834,176341,176342,2,0,62.0,9.61665
194518,194518,0,5,181834,176342,176343,1,0,40.8,-1.0
194518,194518,0,5,181834,176343,176344,2,0,43.6,26.5872
194518,194518,0,5,181834,176344,176345,2,0,34.8,2.82843
194518,194518,0,5,181834,176345,176346,2,0,29.2,1.69706
194518,194518,0,5,181834,176346,176347,1,0,47.2,-1.0
194518,194518,0,5,181834,176347,176348,2,0,53.6,4.52548
194518,194518,0,5,181834,176348,176349,2,0,39.2,14.7078
194518,194518,0,5,181834,176349,176350,2,0,28.4,2.82843
194518,194518,0,5,181834,176350,176351,2,0,30.0,2.82843
194518,194518,0,5,181834,176351,176352,1,0,28.0,-1.0
194518,194518,0,5,181834,176352,176353,2,0,41.2,19.799
194518,194518,0,5,181834,176353,176354,2,0,20.4,1.69706
194518,194518,0,5,181834,176354,176356,1,0,37.6,-1.0
194518,194518,0,5,181834,176356,176357,1,0,28.0,-1.0
194518,194518,0,5,181834,176357,176358,1,0,29.6,-1.0
194518,194518,0,5,181834,176587,176233,2,0,42.4,10.1823
194518,194518,0,5,181834,181826,181831,1,0,48.0,-1.0
194518,194518,0,5,181834,181828,181826,2,0,42.4,3.39411
194518,194518,0,5,181834,181830,181828,2,0,44.4,20.9304
194518,194518,0,5,181834,181831,181832,2,0,54.0,22.0617
194518,194518,0,5,181834,181832,174784,2,0,21.2,1.69706
194518,194518,0,5,181836,0,177934,2,0,6.0,0.565685
194518,194518,0,5,181836,174892,174893,2,0,25.6,1.13137
194518,194518,0,5,181836,174893,174894,2,0,66.8,6.22254
194518,194518,0,5,181836,174894,181825,2,0,72.4,20.9304
194518,194518,0,5,181836,174948,174949,1,0,34.4,-1.0
194518,194518,0,5,181836,174949,176438,2,0,27.2,0.0
194518,194518,0,5,181836,176423,176424,2,0,39.6,1.69706
194518,194518,0,5,181836,176424,176425,1,0,36.0,-1.0
194518,194518,0,5,181836,176425,176426,2,0,48.0,12.4451
194518,194518,0,5,181836,176426,176427,2,0,30.4,2.26274
194518,194518,0,5,181836,176427,176428,1,0,31.2,-1.0
194518,194518,0,5,181836,176428,176429,1,0,31.2,-1.0
194518,194518,0,5,181836,176429,176430,2,0,61.6,30.547
194518,194518,0,5,181836,176430,176431,1,0,29.6,-1.0
194518,194518,0,5,181836,176431,176433,1,0,87.2,-1.0
194518,194518,0,5,181836,176433,176434,1,0,67.2,-1.0
194518,194518,0,5,181836,176434,176435,2,0,55.2,12.4451
194518,194518,0,5,181836,176435,176436,2,0,29.6,1.13137
194518,194518,0,5,181836,176436,176437,2,0,30.4,3.39411
194518,194518,0,5,181836,176437,174948,2,0,62.8,22.0617
194518,194518,0,5,181836,176438,174892,2,0,109.2,0.565685
194518,194518,0,5,181836,177934,176423,2,0,41.6,2.26274
194518,194518,0,5,181836,181825,181827,2,0,74.8,2.82843
194518,194518,0,5,181836,181827,181829,2,0,52.8,18.1019
194518,194518,0,5,182122,0,181830,0,0,-1.0,-1.0
194518,194518,0,5,182122,174784,174785,0,0,-1.0,-1.0
194518,194518,0,5,182122,174785,176339,0,0,-1.0,-1.0
194518,194518,0,5,182122,176233,176340,0,0,-1.0,-1.0
194518,194518,0,5,182122,176339,176587,0,0,-1.0,-1.0
194518,194518,0,5,182122,176340,176341,0,0,-1.0,-1.0
194518,194518,0,5,182122,176341,176342,0,0,-1.0,-1.0
194518,194518,0,5,182122,176342,176343,0,0,-1.0,-1.0
194518,194518,0,5,182122,176343,176344,0,0,-1.0,-1.0
194518,194518,0,5,182122,176344,176345,0,0,-1.0,-1.0
194518,194518,0,5,182122,176345,176346,0,0,-1.0,-1.0
194518,194518,0,5,182122,176346,176347,0,0,-1.0,-1.0
194518,194518,0,5,182122,176347,176348,0,0,-1.0,-1.0
194518,194518,0,5,182122,176348,176349,0,0,-1.0,-1.0
194518,194518,0,5,182122,176349,176350,0,0,-1.0,-1.0
194518,194518,0,5,182122,176350,176351,0,0,-1.0,-1.0
194518,194518,0,5,182122,176351,176352,0,0,-1.0,-1.0
194518,194518,0,5,182122,176352,176353,0,0,-1.0,-1.0
194518,194518,0,5,182122,176353,176354,0,0,-1.0,-1.0
194518,194518,0,5,182122,176354,176356,0,0,-1.0,-1.0
194518,194518,0,5,182122,176356,176357,0,0,-1.0,-1.0
194518,194518,0,5,182122,176357,176358,0,0,-1.0,-1.0
194518,194518,0,5,182122,176587,176233,0,0,-1.0,-1.0
194518,194518,0,5,182122,181826,181831,0,0,-1.0,-1.0
194518,194518,0,5,182122,181828,181826,0,0,-1.0,-1.0
194518,194518,0,5,182122,181830,181828,0,0,-1.0,-1.0
194518,194518,0,5,182122,181831,181832,0,0,-1.0,-1.0
194518,194518,0,5,182122,181832,174784,0,0,-1.0,-1.0
194518,194518,0,5,182124,0,177934,0,0,-1.0,-1.0
194518,194518,0,5,182124,174892,174893,0,0,-1.0,-1.0
194518,194518,0,5,182124,174893,174894,0,0,-1.0,-1.0
194518,194518,0,5,182124,174894,181825,0,0,-1.0,-1.0
194518,194518,0,5,182124,174948,174949,0,0,-1.0,-1.0
194518,194518,0,5,182124,174949,176438,0,0,-1.0,-1.0
194518,194518,0,5,182124,176423,176424,0,0,-1.0,-1.0
194518,194518,0,5,182124,176424,176425,0,0,-1.0,-1.0
194518,194518,0,5,182124,176425,176426,0,0,-1.0,-1.0
194518,194518,0,5,182124,176426,176427,0,0,-1.0,-1.0
194518,194518,0,5,182124,176427,176428,0,0,-1.0,-1.0
194518,194518,0,5,182124,176428,176429,0,0,-1.0,-1.0
194518,194518,0,5,182124,176429,176430,0,0,-1.0,-1.0
194518,194518,0,5,182124,176430,176431,0,0,-1.0,-1.0
194518,194518,0,5,182124,176431,176433,0,0,-1.0,-1.0
194518,194518,0,5,182124,176433,176434,0,0,-1.0,-1.0
194518,194518,0,5,182124,176434,176435,0,0,-1.0,-1.0
194518,194518,0,5,182124,176435,176436,0,0,-1.0,-1.0
194518,194518,0,5,182124,176436,176437,0,0,-1.0,-1.0
194518,194518,0,5,182124,176437,174948,0,0,-1.0,-1.0
194518,194518,0,5,182124,176438,174892,0,0,-1.0,-1.0
194518,194518,0,5,182124,177934,176423,0,0,-1.0,-1.0
194518,194518,0,5,182124,181825,181827,0,0,-1.0,-1.0
194518,194518,0,5,182124,181827,181829,0,0,-1.0,-1.0
194518,194518,0,5,194493,0,177934,0,0,-1.0,-1.0
194518,194518,0,5,194493,174892,174893,0,0,-1.0,-1.0
194518,194518,0,5,194493,174893,174894,0,0,-1.0,-1.0
194518,194518,0,5,194493,174894,181825,0,0,-1.0,-1.0
194518,194518,0,5,194493,174948,174949,0,0,-1.0,-1.0
194518,194518,0,5,194493,174949,176438,0,0,-1.0,-1.0
194518,194518,0,5,194493,176423,176424,0,0,-1.0,-1.0
194518,194518,0,5,194493,176424,176425,0,0,-1.0,-1.0
194518,194518,0,5,194493,176425,176426,0,0,-1.0,-1.0
194518,194518,0,5,194493,176426,176427,0,0,-1.0,-1.0
194518,194518,0,5,194493,176427,176428,0,0,-1.0,-1.0
194518,194518,0,5,194493,176428,176429,0,0,-1.0,-1.0
194518,194518,0,5,194493,176429,176430,0,0,-1.0,-1.0
194518,194518,0,5,194493,176430,176431,0,0,-1.0,-1.0
194518,194518,0,5,194493,176431,176433,0,0,-1.0,-1.0
194518,194518,0,5,194493,176433,176434,0,0,-1.0,-1.0
194518,194518,0,5,194493,176434,176435,0,0,-1.0,-1.0
194518,194518,0,5,194493,176435,176436,0,0,-1.0,-1.0
194518,194518,0,5,194493,176436,176437,0,0,-1.0,-1.0
194518,194518,0,5,194493,176437,174948,0,0,-1.0,-1.0
194518,194518,0,5,194493,176438,174892,0,0,-1.0,-1.0
194518,194518,0,5,194493,177934,176423,0,0,-1.0,-1.0
194518,194518,0,5,194493,181825,181827,0,0,-1.0,-1.0
194518,194518,0,5,194493,181827,181829,0,0,-1.0,-1.0
194518,194518,0,5,194495,0,181830,0,0,-1.0,-1.0
194518,194518,0,5,194495,174784,174785,0,0,-1.0,-1.0
194518,194518,0,5,194495,174785,176339,0,0,-1.0,-1.0
194518,194518,0,5,194495,176233,176340,0,0,-1.0,-1.0
194518,194518,0,5,194495,176339,176587,0,0,-1.0,-1.0
194518,194518,0,5,194495,176340,176341,0,0,-1.0,-1.0
194518,194518,0,5,194495,176341,176342,0,0,-1.0,-1.0
194518,194518,0,5,194495,176342,176343,0,0,-1.0,-1.0
194518,194518,0,5,194495,176343,176344,0,0,-1.0,-1.0
194518,194518,0,5,194495,176344,176345,0,0,-1.0,-1.0
194518,194518,0,5,194495,176345,176346,0,0,-1.0,-1.0
194518,194518,0,5,194495,176346,176347,0,0,-1.0,-1.0
194518,194518,0,5,194495,176347,176348,0,0,-1.0,-1.0
194518,194518,0,5,194495,176348,176349,0,0,-1.0,-1.0
194518,194518,0,5,194495,176349,176350,0,0,-1.0,-1.0
194518,194518,0,5,194495,176350,176351,0,0,-1.0,-1.0
194518,194518,0,5,194495,176351,176352,0,0,-1.0,-1.0
194518,194518,0,5,194495,176352,176353,0,0,-1.0,-1.0
194518,194518,0,5,194495,176353,176354,0,0,-1.0,-1.0
194518,194518,0,5,194495,176354,176356,0,0,-1.0,-1.0
194518,194518,0,5,194495,176356,176357,0,0,-1.0,-1.0
194518,194518,0,5,194495,176357,176358,0,0,-1.0,-1.0
194518,194518,0,5,194495,176587,176233,0,0,-1.0,-1.0
194518,194518,0,5,194495,181826,181831,0,0,-1.0,-1.0
194518,194518,0,5,194495,181828,181826,0,0,-1.0,-1.0
194518,194518,0,5,194495,181830,181828,0,0,-1.0,-1.0
194518,194518,0,5,194495,181831,181832,0,0,-1.0,-1.0
194518,194518,0,5,194495,181832,174784,0,0,-1.0,-1.0
194518,194518,0,6,181834,0,181830,1,0,8.0,-1.0
194518,194518,0,6,181834,174784,174785,2,0,23.2,1.13137
194518,194518,0,6,181834,174785,176339,1,0,101.6,-1.0
194518,194518,0,6,181834,176233,176340,2,0,26.8,2.82843
194518,194518,0,6,181834,176339,176587,2,0,77.6,74.6705
194518,194518,0,6,181834,176340,176341,2,0,29.2,2.82843
194518,194518,0,6,181834,176341,176342,1,0,26.4,-1.0
194518,194518,0,6,181834,176342,176343,1,0,65.6,-1.0
194518,194518,0,6,181834,176343,176344,2,0,40.0,18.1019
194518,194518,0,6,181834,176344,176345,1,0,32.0,-1.0
194518,194518,0,6,181834,176345,176346,2,0,41.2,22.0617
194518,194518,0,6,181834,176346,176347,2,0,27.2,3.39411
194518,194518,0,6,181834,176347,176348,1,0,34.4,-1.0
194518,194518,0,6,181834,176348,176349,2,0,27.2,2.26274
194518,194518,0,6,181834,176349,176350,2,0,28.8,2.26274
194518,194518,0,6,181834,176350,176351,2,0,30.0,1.69706
194518,194518,0,6,181834,176351,176352,2,0,30.8,2.82843
194518,194518,0,6,181834,176352,176353,2,0,28.8,1.13137
194518,194518,0,6,181834,176353,176354,2,0,20.8,1.13137
194518,194518,0,6,181834,176354,176356,2,0,40.4,0.565685
194518,194518,0,6,181834,176356,176357,2,0,29.2,1.69706
194518,194518,0,6,181834,176357,176358,1,0,28.8,-1.0
194518,194518,0,6,181834,176587,176233,2,0,30.4,2.26274
194518,194518,0,6,181834,181826,181831,2,0,44.0,1.13137
194518,194518,0,6,181834,181828,181826,2,0,41.2,1.69706
194518,194518,0,6,181834,181830,181828,2,0,42.4,21.496
194518,194518,0,6,181834,181831,181832,2,0,35.2,1.13137
194518,194518,0,6,181834,181832,174784,2,0,19.2,1.13137
194518,194518,0,6,181836,0,177934,2,0,5.2,0.565685
194518,194518,0,6,181836,174892,174893,2,0,27.2,1.13137
194518,194518,0,6,181836,174893,174894,1,0,62.4,-1.0
194518,194518,0,6,181836,174894,181825,1,0,59.2,-1.0
194518,194518,0,6,181836,174948,174949,2,0,136.4,138.593
194518,194518,0,6,181836,174949,176438,2,0,28.8,1.13137
194518,194518,0,6,181836,176423,176424,2,0,37.6,1.13137
194518,194518,0,6,181836,176424,176425,2,0,33.6,0.0
194518,194518,0,6,181836,176425,176426,1,0,36.8,-1.0
194518,194518,0,6,181836,176426,176427,2,0,44.0,20.3647
194518,194518,0,6,181836,176427,176428,2,0,30.4,0.0
194518,194518,0,6,181836,176428,176429,2,0,30.0,0.565685
194518,194518,0,6,181836,176429,176430,2,0,36.8,1.13137
194518,194518,0,6,181836,176430,176431,1,0,30.4,-1.0
194518,194518,0,6,181836,176431,176433,2,0,59.2,2.26274
194518,194518,0,6,181836,176433,176434,1,0,21.6,-1.0
194518,194518,0,6,181836,176434,176435,2,0,56.0,12.4451
194518,194518,0,6,181836,176435,176436,1,0,28.8,-1.0
194518,194518,0,6,181836,176436,176437,2,0,40.4,15.2735
194518,194518,0,6,181836,176437,174948,1,0,30.4,-1.0
194518,194518,0,6,181836,176438,174892,2,0,128.4,0.565685
194518,194518,0,6,181836,177934,176423,2,0,39.6,0.565685
194518,194518,0,6,181836,181825,181827,2,0,50.8,3.9598
194518,194518,0,6,181836,181827,181829,2,0,30.4,1.13137
194518,194518,0,6,182122,0,181830,0,0,-1.0,-1.0
194518,194518,0,6,182122,174784,174785,0,0,-1.0,-1.0
194518,194518,0,6,182122,174785,176339,0,0,-1.0,-1.0
194518,194518,0,6,182122,176233,176340,0,0,-1.0,-1.0
194518,194518,0,6,182122,176339,176587,0,0,-1.0,-1.0
194518,194518,0,6,182122,176340,176341,0,0,-1.0,-1.0
194518,194518,0,6,182122,176341,176342,0,0,-1.0,-1.0
194518,194518,0,6,182122,176342,176343,0,0,-1.0,-1.0
194518,194518,0,6,182122,176343,176344,0,0,-1.0,-1.0
194518,194518,0,6,182122,176344,176345,0,0,-1.0,-1.0
194518,194518,0,6,182122,176345,176346,0,0,-1.0,-1.0
194518,194518,0,6,182122,176346,176347,0,0,-1.0,-1.0
194518,194518,0,6,182122,176347,176348,0,0,-1.0,-1.0
194518,194518,0,6,182122,176348,176349,0,0,-1.0,-1.0
194518,194518,0,6,182122,176349,176350,0,0,-1.0,-1.0
194518,194518,0,6,182122,176350,176351,0,0,-1.0,-1.0
194518,194518,0,6,182122,176351,176352,0,0,-1.0,-1.0
194518,194518,0,6,182122,176352,176353,0,0,-1.0,-1.0
194518,194518,0,6,182122,176353,176354,0,0,-1.0,-1.0
194518,194518,0,6,182122,176354,176356,0,0,-1.0,-1.0
194518,194518,0,6,182122,176356,176357,0,0,-1.0,-1.0
